诗人,作品,问题,答案
王昌龄,从军行七首,《从军行七首》其四，开篇勾勒西北边塞辽阔苍凉战场景象，渲染战事紧张肃杀氛围的句子是：__________,青海长云暗雪山，孤城遥望玉门关
王昌龄,从军行七首,《从军行七首》其四，高度凝练戍边将士身经百战、铠甲磨穿的漫长艰苦征战生涯的句子是：__________,黄沙百战穿金甲
王昌龄,从军行七首,《从军行七首》其四，直抒胸臆，以铿锵誓言抒发戍边将士誓死报国、不破敌军誓不还乡的爱国名句是：__________,不破楼兰终不还
王昌龄,从军行七首,《从军行七首》其五，描写大漠风沙遮天蔽日，唐军半卷红旗、奔袭出征的壮阔行军场景的句子是：__________,大漠风尘日色昏，红旗半卷出辕门
王昌龄,从军行七首,《从军行七首》其五，侧面烘托唐军骁勇善战，写前军夜战大捷、生擒敌军首领的句子是：__________,前军夜战洮河北，已报生擒吐谷浑
王昌龄,从军行七首,《从军行七首》其六，刻画边塞将军英武飒爽的形象，点明出征地点与边塞月夜背景的句子是：__________,胡瓶落膊紫薄汗，碎叶城西秋月团
王昌龄,从军行七首,《从军行七首》其六，写将军奉朝廷急令出征，立下一夜破敌、建功立业壮志的句子是：__________,明敕星驰封宝剑，辞君一夜取楼兰
王昌龄,从军行七首,《从军行七首》其七，描写玉门关群山环绕、烽燧遍布的险要地理环境，凸显边塞戒备森严的句子是：__________,玉门山嶂几千重，山北山南总是烽
王昌龄,从军行七首,《从军行七首》其七，以细节描写展现边塞戍守生活，写戍卒依城守望烽火、战马穿行深山的句子是：__________,人依远戍须看火，马踏深山不见踪
王昌龄,从军行七首,《从军行七首》中，集中抒发戍边将士怀乡思亲之情，以闺中愁绪反衬征人乡愁的经典句子是：__________,更吹羌笛关山月，无那金闺万里愁
王昌龄,从军行七首,《从军行七首》中，以乐景衬哀情，写军中歌舞宴乐却始终难消征人边愁的句子是：__________,琵琶起舞换新声，总是关山旧别情。撩乱边愁听不尽，高高秋月照长城
王昌龄,从军行七首,《从军行七首》中，完整展现唐军出征、夜战、大捷全过程，尽显盛唐军队赫赫军威的句子是：__________,大漠风尘日色昏，红旗半卷出辕门。前军夜战洮河北，已报生擒吐谷浑
王昌龄,从军行七首,《从军行七首》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号？,作者是唐代诗人王昌龄，他是盛唐著名边塞诗人，被后人誉为 “七绝圣手”，也有 “诗家夫子王江宁”（亦作 “诗家天子王江宁”）的美誉。
王昌龄,从军行七首,这组诗的创作背景是什么？,《从军行七首》是王昌龄采用乐府旧题写的一组边塞诗，创作于盛唐时期。当时国力强盛，君主锐意进取、卫边拓土，人们渴望在时代中崭露头角、建功立业，诗人被伟大的时代精神所感染，创作了这组雄浑磅礴的边塞诗篇。
王昌龄,从军行七首,从体裁和题材来看，这组诗分别属于什么类型的作品？,从体裁来看，这组诗是七首七言绝句，采用乐府旧题创作；从题材来看，这是一组经典的边塞诗，七首诗内容相连形成连章，全面反映了盛唐时期复杂丰富的边塞军旅生活。
王昌龄,从军行七首,《从军行七首》七首诗分别写了哪些核心内容？,第一首刻画了边疆戍卒怀乡思亲的情景；第二首描写征戍者在军中听乐观舞所引发的无边边愁；第三首描写古战场的荒凉景象，写将军上表请求归葬战死将士骸骨，表现将帅对士卒的爱护之情；第四首表现戍边战士誓死报国、建功立业的壮志豪情；第五首描写唐军出征大捷、生擒敌军首领的战事，歌颂军队的骁勇善战；第六首刻画了边塞将军英武飒爽的形象，写其奉命出征、立誓破敌的壮志；第七首描写玉门关险要的地理环境与边塞戍守的日常，展现边关戒备森严的状态。
王昌龄,从军行七首,这组诗的核心主旨是什么？,这组诗以七首连章的形式，全面展现了盛唐边塞生活的全貌：既细腻抒写了戍边将士们怀乡思亲的离愁别绪，也热情歌颂了他们不畏艰险、誓死报国、骁勇善战的英雄气概，同时也体现了对戍边士卒的体恤与同情，全方位反映了盛唐边塞军旅生活的复杂与丰富，尽显盛唐边塞诗的雄浑风骨与时代精神。
王昌龄,从军行七首,《从军行七首》其一在写法上有什么突出特色？,这首小诗笔法简洁而富蕴意，巧妙处理了叙事与抒情的关系。前三句叙事描写环境，采用层层深入、反复渲染的手法，先写戍楼、黄昏、秋风，再写羌笛吹奏的《关山月》曲调，一步步营造出孤寂凄清的氛围，为第四句的抒情做足铺垫；最后一句 “无那金闺万里愁” 采用曲笔，不直接写征人的乡愁，反而写万里之外闺中妻子的愁绪，双向抒写两地相思，让思乡之情的表达更含蓄深沉、意蕴悠长。
王昌龄,从军行七首,《从军行七首》其二 “高高秋月照长城” 一句，在全诗中有什么作用？,这句诗是全诗的收尾，采用了以景结情的表现手法。在前三句层层铺垫，写尽了征人 “撩乱边愁听不尽” 的无尽乡愁之后，诗人笔锋一转，勾勒出一幅 “高高秋月照长城” 的壮阔苍凉画面：一轮秋月高悬，静静照耀着万里长城。这句诗以壮阔的边塞之景，收束了前面缠绵缭乱的边愁，让征人的乡愁与雄浑的边塞意境相融，情景交融，含而不露，让诗歌的情感表达更显深沉厚重，余味悠长，给读者留下了无穷的想象空间。
王昌龄,从军行七首,《从军行七首》其四 “黄沙百战穿金甲” 一句中，“穿金甲” 是什么意思？这句诗有什么表达效果？,“穿金甲” 的意思是将士们身上的铠甲都被磨穿了。这句诗以 “黄沙” 点明边塞战场黄沙漫天的恶劣环境，以 “百战” 凸显战事的频繁、征战生涯的漫长，以 “穿金甲” 极写战斗的艰苦与激烈，短短七个字，高度凝练出戍边生活环境恶劣、战事频繁、征战漫长、战斗艰险的核心特点，为后文 “不破楼兰终不还” 的铿锵誓言做了铺垫，越是征战艰辛，越能凸显出将士们报国壮志的坚定与豪迈。
王昌龄,从军行七首,《从军行七首》其五是如何描写战争的？有什么艺术特色？,这首诗没有直接描写两军厮杀的激烈战斗场面，而是采用了侧面烘托、点面结合的表现手法，聚焦于出征与捷报两个核心场景。开篇先以 “大漠风尘日色昏，红旗半卷出辕门”，从 “面” 上描写唐军出征的壮阔场景，风沙遮天蔽日，大军半卷红旗奔袭出征，渲染出紧张急迫的战争氛围，凸显出军队的雷厉风行与昂扬士气；后两句 “前军夜战洮河北，已报生擒吐谷浑”，从 “点” 上落笔，只写前军夜战大捷、生擒敌军首领的捷报，不写具体的战斗过程，却以捷报侧面烘托出唐军的骁勇善战、所向披靡，让诗歌节奏明快，张弛有度，尽显盛唐军队的赫赫军威，言有尽而意无穷。
王昌龄,从军行七首,这组诗在艺术上有哪些突出的整体特点？,这组诗的整体艺术特点十分鲜明：一是体裁上均为七言绝句，格律工整，语言凝练精练，尽显王昌龄 “七绝圣手” 的创作功力；二是内容上七首诗连章成组，既各自独立、各有侧重，又内容相连、脉络贯通，全方位展现了边塞生活的全貌；三是情景交融，每一首都将边塞之景与征人之情完美融合，既有雄浑壮阔的边塞意境，又有细腻深沉的情感刻画，刚柔并济；四是手法多样，灵活运用了侧面烘托、以景结情、曲笔抒情、细节描写等多种手法，让诗歌意蕴悠长，极具艺术感染力；五是风格上兼具悲壮慷慨与雄浑豪迈，既写尽了边塞的乡愁与艰苦，又歌颂了盛唐将士的报国壮志与英雄气概，完美契合了盛唐的时代精神。
王昌龄,从军行七首,《从军行七首》其三体现了怎样的思想情感？,这首诗先描写了边塞关城榆叶枯黄、日暮古战场荒凉萧瑟的景象，渲染出战争的残酷与悲凉；而后写将军上表朝廷，请求运回战死将士的骸骨归葬，不让兵士们在边疆荒野痛哭亡魂。诗句既抒发了对战死沙场的士卒的深切哀悯，也表现了边关将帅体恤部下、爱护士卒的仁厚情怀，同时也暗含着对战争残酷性的慨叹，让这组边塞诗的内容更丰富、情感更厚重。
王昌龄,从军行七首,《从军行七首》其七是如何展现边塞戍守生活的？,这首诗先从大处落笔，写玉门关群山层峦叠嶂、绵延千里，山南山北遍布烽火台，勾勒出边关地势的险要与军事戒备的森严；再从小处着墨，以两个细节特写，写戍卒倚靠在远方的戍楼上，必须时刻紧盯烽火信号，战马穿行在深山之中，只闻蹄声不见踪迹。诗句以大景与细节结合，既展现了边塞地理环境的险峻，也生动刻画了边塞戍守生活的紧张与日常，让读者直观感受到边关戍守的真实状态，画面感极强。
王昌龄,从军行七首,这组诗为什么能成为盛唐边塞诗的经典代表作？,这组诗之所以成为经典，核心在于它以七首精妙的七绝，全面、立体、深刻地展现了盛唐边塞生活的全貌。它没有局限于单一的主题，既抒写了戍边将士们怀乡思亲的细腻柔情，也歌颂了他们誓死报国、骁勇善战的豪迈壮志，同时还刻画了将帅对士卒的体恤、边塞战争的残酷、边关戍守的日常等多个维度的内容，让边塞诗的题材与内涵得到了极大的拓展。同时，诗歌语言凝练、意境雄浑、手法精妙，情景交融，刚柔并济，完美体现了盛唐边塞诗 “悲壮而不凄凉，慷慨而不浅露” 的风骨，也尽显王昌龄 “七绝圣手” 的高超创作功力，因此成为盛唐边塞诗中流传千古的经典代表作。
高适,塞上听吹笛,《塞上听吹笛》中，开篇描绘边塞冰雪消融、战士牧马归来的和平宁谧景象，勾勒塞外春日实景的句子是：__________,雪净胡天牧马还
高适,塞上听吹笛,诗中点明时间、核心事件，写明月清朗的夜晚，戍楼之间传来悠扬羌笛，直接呼应诗题 “听吹笛” 的句子是：__________,月明羌笛戍楼间
高适,塞上听吹笛,诗中前两句实景描写，完整勾勒出边塞祥和清宁的月夜图景，为后文虚写抒情做铺垫的核心句子是：__________,雪净胡天牧马还，月明羌笛戍楼间
高适,塞上听吹笛,诗中运用双关、虚实结合的手法，将《梅花落》曲名拆用，以奇妙想象写笛声随风传遍关山的千古名句是：__________,借问梅花何处落，风吹一夜满关山
高适,塞上听吹笛,诗中以设问起笔，将听觉的笛声转化为视觉的落梅景象，委婉抒发戍边将士思乡之情的句子是：__________,借问梅花何处落，风吹一夜满关山
高适,塞上听吹笛,诗中通过丰富奇妙的想象，写悠扬的笛声仿佛像梅花一样，一夜之间随风落满了关山的句子是：__________,风吹一夜满关山
高适,塞上听吹笛,诗中展现边塞生活恬静祥和的一面，打破传统边塞诗悲壮苍凉基调，兼具田园诗风味的写景句是：__________,雪净胡天牧马还，月明羌笛戍楼间
高适,塞上听吹笛,诗中虚实交错，把战士的思乡之情与戍边之志有机结合，构成奇丽寥廓画卷的核心句子是：__________,借问梅花何处落，风吹一夜满关山
高适,塞上听吹笛,诗中以乐景衬衷情，用明丽祥和的边塞春景，反衬戍边将士内心思乡之情的核心写景句是：__________,雪净胡天牧马还，月明羌笛戍楼间
高适,塞上听吹笛,《塞上听吹笛》的作者和所属朝代是什么？作者在诗坛有哪些公认的地位与称号？,作者是唐代诗人高适，他是唐朝中期名臣、著名边塞诗人，与岑参并称 “高岑”，与岑参、王昌龄、王之涣合称 “边塞四诗人”，世称高常侍，卒赠礼部尚书，谥号忠。
高适,塞上听吹笛,这首诗的创作背景是什么？,此诗是高适在西北边塞地区从军时创作的，当时他在哥舒翰幕府任职；高适曾多次前往边关，两次出塞，到过辽阳、河西，对边塞生活有着较深的亲身体验。
高适,塞上听吹笛,这首诗的诗题还有哪些别称？,此诗题一作《塞上闻笛》，又作《和王七玉门关听吹笛》。
高适,塞上听吹笛,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首七言绝句；从题材来看，这是一首边塞诗，同时兼具几分田园诗的风味，是盛唐边塞诗的经典作品。
高适,塞上听吹笛,这首诗的核心主旨是什么？,这首诗通过丰富奇妙的想象，描绘了一幅优美动人的塞外春光图，反映出边塞生活中恬静祥和的一面；同时借戍楼间传来的羌笛之声，委婉抒发了戍边将士的思乡之情，也暗含着将士们的戍边之志，实现了景、情、乐的完美融合。
高适,塞上听吹笛,这首诗最核心的艺术表现手法是什么？有什么表达效果？,这首诗最核心的艺术手法是虚实结合，同时辅以双关、通感的手法。前两句 “雪净胡天牧马还，月明羌笛戍楼间” 是实写，描绘了边塞冰雪消融、月明笛响的实景；后两句 “借问梅花何处落，风吹一夜满关山” 是虚写，运用双关将《梅花落》曲名拆用，把听觉的笛声转化为视觉的梅花飘落之景，想象笛声随风一夜之间落满关山。虚实交错之间，把战士的思乡之情与戍边之志有机结合，构成了一幅奇丽寥廓、委婉动人的画卷，让诗歌意境空灵悠远，余味悠长。
高适,塞上听吹笛,“借问梅花何处落，风吹一夜满关山” 一句中的 “梅花” 有什么深层含义？,这里的 “梅花” 一语双关，既指古乐府曲名《梅花落》，呼应诗题中的 “听吹笛”；又指想象中随风飘落的梅花，诗人将听觉的笛声转化为视觉的落梅景象，仿佛悠扬的笛声化作漫天梅花，一夜之间落满关山。而在古典诗词中，梅花是故乡的常见意象，《梅花落》也是饱含离愁别绪的曲子，因此这句诗也委婉含蓄地抒发了戍边将士们深切的思乡之情。
高适,塞上听吹笛,这首诗的前两句描绘了怎样的边塞景象？在全诗中有什么作用？,诗的前两句描绘了一幅明丽、祥和、宁谧的塞外春光图：西北边塞的冰雪已经消融，战士们牧马归来；入夜之后，明月清朗，皎洁的月光洒满边塞，戍楼之间传来了悠扬的羌笛声。这两句是实写，在全诗中的作用有三点：一是点明了时间、地点、环境与核心事件，呼应诗题 “塞上听吹笛”；二是勾勒出边塞生活恬静祥和的一面，打破了传统边塞诗悲壮苍凉的基调，为全诗奠定了明快、秀丽的感情基调；三是为后文的虚写抒情做了充足的铺垫，实景的明丽祥和与虚景的空灵悠远相映成趣，让思乡之情的抒发更含蓄委婉。
高适,塞上听吹笛,这首诗的语言风格和意境有什么突出特点？,语言风格上，全诗语言明快秀丽、凝练自然，没有华丽雕琢的辞藻，却以极简的笔墨勾勒出灵动的画面，实现了诗、画、音乐的完美结合；意境上，全诗意境奇丽寥廓、清宁悠远，既有边塞天地的辽阔雄浑，又有春日月夜的明丽恬静，虚实交错之间，让诗歌兼具边塞诗的壮阔与田园诗的温婉，别具一格。
高适,塞上听吹笛,这首诗作为边塞诗，有什么与众不同的独特之处？,这首边塞诗的独特之处在于，它没有描写边塞战争的残酷、军旅生活的艰苦，也没有抒发悲壮慷慨的报国豪情，反而聚焦于边塞生活中恬静祥和的一面，描绘了一幅优美动人的塞外春光图，基调明快秀丽，还兼具几分田园诗的风味；同时，它以虚实结合的手法，将思乡之情写得委婉含蓄、空灵悠远，没有浓烈的悲戚，只有悠长的情思，在盛唐边塞诗中别具一格。
高适,塞上听吹笛,诗中的 “胡天”“戍楼”“关山” 分别指什么？,“胡天” 指西北边塞的天空，代指胡人居住的边塞地区；“戍楼” 指边塞驻军用于守望、防御的岗楼、哨所；“关山” 指边塞的关隘与山脉，在诗中代指整个西北边塞地区。
高适,塞上听吹笛,这首诗是如何实现 “诗、画、音乐” 完美结合的？,这首诗完美融合了诗、画、音乐三者：诗歌本身是格律工整、意蕴悠长的七言绝句，是文学之诗；画面上，前两句勾勒出雪净月明、牧马归来的边塞实景，后两句想象出梅花随风落满关山的虚景，一实一虚构成了两幅优美动人的画卷，是视觉之画；音乐上，诗中核心围绕 “听吹笛” 展开，既直接点出了羌笛、《梅花落》的乐曲，又以诗句的节奏模拟笛声的悠扬，让读者仿佛能听到那传遍关山的笛声，是听觉之乐。三者融为一体，让诗歌极具艺术感染力。
高适,塞上听吹笛,这首诗的前两句和后两句在写景上有什么区别与联系？,区别：前两句是实写，立足于眼前所见的边塞实景，描绘了冰雪消融、牧马归来、月明笛响的真实场景，是从视觉、听觉的真实感受落笔；后两句是虚写，完全立足于想象，将听觉的笛声转化为视觉的落梅景象，是诗人由笛声引发的奇妙联想。联系：前两句的实景是后两句虚写的基础，正是因为在月明之夜听到了戍楼间的羌笛之声，诗人才会生出 “梅花落满关山” 的想象；实景的明丽祥和与虚景的空灵悠远相映成趣，共同构成了全诗奇丽寥廓的意境，也共同服务于 “思乡” 的核心主题，让情感的表达更含蓄、更深厚。
李颀,古从军行,《古从军行》中，开篇以时间对照，写戍边将士日夜奔波，完整展现边塞军旅紧张繁忙日常的句子是：__________,白日登山望烽火，黄昏饮马傍交河
李颀,古从军行,诗中写风沙弥漫的暗夜里，军中刁斗声与幽怨琵琶声交织，渲染边塞军营凄清悲凉氛围的句子是：__________,行人刁斗风沙暗，公主琵琶幽怨多
李颀,古从军行,诗中描绘边塞万里荒野无城郭、雨雪连绵接大漠，极写边塞环境极端恶劣的句子是：__________,野云万里无城郭，雨雪纷纷连大漠
李颀,古从军行,诗中以胡雁哀鸣、胡儿落泪，侧面烘托战争残酷，连胡地军民都不堪其苦的句子是：__________,胡雁哀鸣夜夜飞，胡儿眼泪双双落
李颀,古从军行,诗中写玉门关被遮断，将士们班师无望，只能豁出性命追随将军征战的句子是：__________,闻道玉门犹被遮，应将性命逐轻车
李颀,古从军行,诗中以强烈对比，直斥战争的残酷与无意义，成为千古传诵的反战名句是：__________,年年战骨埋荒外，空见蒲桃入汉家
李颀,古从军行,诗中写将士白日登山瞭望报警烽火，展现边塞战事紧张、戍边职责艰巨的句子是：__________,白日登山望烽火
李颀,古从军行,诗中写黄昏时分将士牵马到交河边饮水，勾勒出戍边生活奔波劳碌常态的句子是：__________,黄昏饮马傍交河
李颀,古从军行,诗中运用叠词，强化边塞战争带来的持续悲苦，让诗句节奏铿锵、情感更显悲怆的句子是：__________,胡雁哀鸣夜夜飞，胡儿眼泪双双落
李颀,古从军行,诗中借汉代典故，托古讽今，点明全诗反战核心主旨，尖锐批判帝王穷兵黩武的句子是：__________,年年战骨埋荒外，空见蒲桃入汉家
李颀,古从军行,《古从军行》的作者和所属朝代是什么？作者的诗歌创作有哪些突出特点？,作者是唐代诗人李颀，他的诗以写边塞题材为主，风格豪放，慷慨悲凉，七言歌行尤具特色。
李颀,古从军行,这首诗的创作背景是什么？,此诗作于唐玄宗天宝初年（742—756 年），诗人虽以汉代历史为歌咏对象，实则借古讽今，表达了对唐玄宗 “益事边功” 的穷兵黩武开边之策的批判与不满。
李颀,古从军行,诗题中的 “古从军行” 是什么意思？题目为何要加一个 “古” 字？,“从军行” 是汉代乐府古题，多用来描写军旅征战生活；题目加 “古” 字，是因为此诗借汉代历史写当世之事，讽刺唐玄宗的开边政策，为避免触犯忌讳，便以 “古” 字托名，实现借古讽今的创作目的。
李颀,古从军行,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首七言古诗；从题材来看，这是一首边塞诗，同时也是一首饱含反战思想的讽喻诗。
李颀,古从军行,这首诗的核心主旨是什么？,这首诗借古讽今，通过描写边塞戍边将士紧张艰苦、凄苦悲凉的军旅生活，以及边塞极端恶劣的自然环境，深刻讽刺了帝王好大喜功、穷兵黩武、视人民生命如草芥的行径，表达了强烈的反战思想，以及对戍边将士悲惨命运的深切同情，全诗悲多于壮。
李颀,古从军行,“白日登山望烽火，黄昏饮马傍交河” 两句在全诗中有什么作用？,这两句开篇以时间为序，通过 “白日” 与 “黄昏” 的对照，写戍边将士从早到晚奔波劳碌的军旅日常，完整展现了边塞军旅生活的紧张、繁忙与艰苦，勾勒出戍边将士终日不得安歇的形象；同时为全诗奠定了悲凉凄苦的感情基调，也为后文描写边塞环境的恶劣、战争的残酷做了充足铺垫。
李颀,古从军行,“行人刁斗风沙暗，公主琵琶幽怨多” 两句运用了哪些表现手法？有什么表达效果？,这两句运用了视听结合、用典的表现手法。视听结合上，视觉写边塞风沙漫天、天地昏暗的景象，听觉写军中巡夜的刁斗声与幽怨的琵琶声交织，全方位渲染出边塞夜晚凄清肃杀的氛围；用典上，“公主琵琶” 借用汉代细君公主远嫁乌孙、以琵琶抒幽怨的典故，既写出了边塞的悲怆氛围，也暗含着远戍将士的思乡之愁与战争带来的无尽悲苦，让诗句的情感更显深沉厚重。
李颀,古从军行,“野云万里无城郭，雨雪纷纷连大漠” 两句是如何描写边塞环境的？有什么作用？,这两句运用了夸张的手法，以 “万里”“连大漠” 极写边塞空间的辽阔荒寂，勾勒出万里旷野不见城郭、雨雪纷飞与大漠连成一片的画面，既写出了边塞环境的荒无人烟、孤绝无依，也写出了边塞气候的极端恶劣。作用是极力渲染了边塞凄冷酷寒的环境，烘托出戍边将士身处绝境的孤苦，也为后文揭示战争的残酷、抒发反战之情做了铺垫，让诗歌的批判更有力量。
李颀,古从军行,“胡雁哀鸣夜夜飞，胡儿眼泪双双落” 两句在写法上有什么妙处？,这两句运用了互文、叠词与侧面烘托的写法。“夜夜”“双双” 两组叠词，既强化了悲苦的持续性，也让诗句节奏铿锵，情感更具冲击力；互文见义的手法，写出边塞之地无论是胡雁还是胡儿，都因连年战争陷入无尽哀痛，连土生土长的胡地之人都不堪战争之苦，更何况远戍的中原将士；诗人以侧面烘托的手法，不直接写中原将士的悲苦，反而以胡雁、胡儿的哀痛反向衬托，更凸显出战争的残酷与反人性，让全诗的反战思想更深刻。
李颀,古从军行,“闻道玉门犹被遮，应将性命逐轻车” 两句运用了什么典故？抒发了怎样的情感？,这两句运用了汉武帝阻断玉门关、不许西征将士班师回朝的历史典故。写将士们听闻玉门关已被遮断，班师回乡无望，只能豁出性命追随将军继续征战。诗句既抒发了对戍边将士身不由己、只能以命相搏的悲惨命运的深切同情，也暗含着对帝王一意孤行、穷兵黩武的强烈不满与批判，为全诗结尾的主旨升华做了铺垫。
李颀,古从军行,“年年战骨埋荒外，空见蒲桃入汉家” 两句作为全诗点睛之笔，有什么深刻内涵与表达效果？,这两句是全诗的主旨句，运用了对比、借古讽今的表现手法，核心内涵与表达效果有三点：一是对比强烈，将无数将士战死荒野的生命牺牲，与葡萄传入中原的微小结果形成鲜明反差，极写战争的残酷与无意义；二是 “空” 字极具批判力度，道尽了将士的牺牲皆是徒劳，只换来帝王的一己私欲，尖锐讽刺了统治者好大喜功、视百姓生命如草芥的行径；三是借古讽今，表面写汉代史事，实则批判唐玄宗的开边政策，将全诗的反战思想推向顶点，情感悲怆沉郁，振聋发聩，完成了全诗主题的极致升华。
李颀,古从军行,这首诗的结构安排有什么突出特点？,全诗结构层层递进、环环相扣，脉络清晰，可分为三层：第一层为首四句，先写戍边将士日夜奔波的紧张军旅生活，再写边塞夜晚的凄清氛围，勾勒出边塞军旅生活的全貌；第二层为中间四句，集中渲染边塞极端恶劣的自然环境，以荒野大漠、胡雁哀鸣、胡儿落泪，层层烘托战争带来的无尽悲苦；第三层为最后四句，先点明将士班师无望、以命相搏的绝境，最后以点睛之笔揭示战争的本质，直斥帝王穷兵黩武，点明反战核心主旨。全诗从生活到环境，从处境到主旨，层层深入，情感由悲苦到愤懑，最终完成主题升华，结构严谨，一气呵成。
李颀,古从军行,这首诗与传统盛唐边塞诗相比，有什么独特之处？,传统盛唐边塞诗多歌颂戍边将士的报国壮志与英雄气概，抒发建功立业的豪情，风格雄浑豪迈、慷慨激昂；而这首《古从军行》独树一帜，核心聚焦于战争的残酷与无意义，充满强烈的反战思想。它不写将士的英雄豪情，反而细致描摹军旅生活的艰苦、边塞环境的恶劣、战争带给军民的无尽悲苦，尖锐讽刺帝王的穷兵黩武，对戍边将士的悲惨命运寄予深切同情，全诗悲多于壮，思想深刻，批判力度极强，在盛唐边塞诗中别具一格，极具现实意义。
李颀,古从军行,这首诗的语言风格与情感基调有什么突出特点？,语言风格上，全诗语言凝练沉郁，豪放中带着悲凉，七言歌行的形式节奏流畅，笔力雄健，用词精准，叠词、典故的运用恰到好处，融叙事、写景、抒情、议论于一体，极具艺术感染力；情感基调上，全诗悲多于壮，整体沉郁悲怆，既有对戍边将士悲惨命运的深切同情，也有对连年战争的强烈控诉，更有对帝王穷兵黩武行径的尖锐讽刺，情感层层递进，悲怆中带着愤懑，极具思想深度。
李颀,古从军行,诗中的 “刁斗”“轻车”“蒲桃” 分别指什么？,“刁斗” 是古代军中的铜制炊具，白天用来煮饭，夜晚用来敲击巡更；“轻车” 原指汉代的轻车将军，在诗中代指率军出征的将帅；“蒲桃” 即葡萄，原产于西域，汉代时随张骞通西域传入中原，诗中代指帝王开边战争换来的微不足道的物产。
李颀,古从军行,“公主琵琶幽怨多” 一句中的 “公主琵琶” 典故具体指什么？,这里借用了汉代细君公主的典故：汉武帝时，江都王刘建之女细君公主远嫁西域乌孙王，为消解远嫁的愁闷，常弹奏琵琶，曲调幽怨悲凉。在诗中，既以公主琵琶的幽怨烘托边塞凄清悲凉的氛围，也暗含着远戍边塞的将士们的思乡之愁与身世之怨。
陈陶,陇西行四首·其二,《陇西行四首?其二》中，开篇以铿锵誓言，赞扬唐军将士奋勇杀敌、不畏牺牲爱国精神的句子是：__________,誓扫匈奴不顾身
陈陶,陇西行四首·其二,诗中以精炼笔墨，写五千装备精良的精锐之师战死边疆，凸显战斗惨烈与伤亡惨重的句子是：__________,五千貂锦丧胡尘
陈陶,陇西行四首·其二,诗中前两句概括叙述激战场面，为后文悲剧情感爆发做铺垫的核心句子是：__________,誓扫匈奴不顾身，五千貂锦丧胡尘
陈陶,陇西行四首·其二,诗中以 “骨” 与 “人” 的强烈对照，成为震撼心灵的千古名句，凝聚诗人对战死者及其家人无限同情的句子是：__________,可怜无定河边骨，犹是春闺梦里人
陈陶,陇西行四首·其二,诗中实写战争残酷现实，点出战死者遗骸散落边塞的句子是：__________,可怜无定河边骨
陈陶,陇西行四首·其二,诗中虚写家人思念，写闺中妻子仍在梦中盼归，形成虚实反差的句子是：__________,犹是春闺梦里人
陈陶,陇西行四首·其二,诗中被明代杨慎称赞 “一变而妙，真夺胎换骨”，化用古人文意却更显凄楚的核心名句是：__________,可怜无定河边骨，犹是春闺梦里人
陈陶,陇西行四首·其二,诗中借汉代典故以汉喻唐，委婉控诉唐代边塞战争给人民带来痛苦灾难的句子是：__________,誓扫匈奴不顾身，五千貂锦丧胡尘
陈陶,陇西行四首·其二,《陇西行四首?其二》的作者和所属朝代是什么？作者有哪些创作相关的经历？,作者是唐代诗人陈陶，字嵩伯，号三教布衣，早年游学长安，善天文历象，尤工诗，举进士不第后恣游名山，唐宣宗大中年间隐居洪州西山，后人辑有《陈嵩伯诗集》一卷。
陈陶,陇西行四首·其二,这首诗的创作背景是什么？,这首诗约作于唐宣宗大中（847—860 年）年间陈陶游学长安之时。唐代自安史之乱后，国事式微，战争频仍，边境不断遭受少数民族侵犯骚扰，陈陶所处时代战乱惨酷已臻极致，他有感于战争带来的深重灾难，遂创作此诗。
陈陶,陇西行四首·其二,诗题中的 “陇西行” 是什么类型的诗歌体例？“陇西” 具体指哪里？,“陇西行” 是乐府《相和歌?瑟调曲》旧题，内容多写边塞战争；“陇西” 指今甘肃宁夏陇山以西的地方。
陈陶,陇西行四首·其二,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首七言绝句；从题材来看，这是一首咏史边塞诗，同时也是一首饱含反战思想的讽喻诗。
陈陶,陇西行四首·其二,诗中的 “貂锦”“无定河”“春闺” 分别指什么？,“貂锦” 原指用貂皮和锦缎制作的华美服饰，汉代羽林军常穿此类服装，诗中借代装备精良的精锐将士；“无定河” 是位于陕西北部的河流，是唐代边塞的重要地理标识，诗中代指惨烈的边塞战场；“春闺” 指闺房，诗中代指战死者的妻子。
陈陶,陇西行四首·其二,这首诗的核心主旨是什么？,这首诗既赞扬了戍边战士奋勇杀敌、奋不顾身的爱国精神，也深切同情在家中苦苦相思、期盼丈夫归来的妻子们，更沉痛控诉了长期边塞战争给人民带来的深重痛苦和灾难，饱含强烈的反战思想。
陈陶,陇西行四首·其二,“誓扫匈奴不顾身，五千貂锦丧胡尘” 两句运用了什么表现手法？有什么表达效果？,这两句运用了借代、夸张的表现手法。以 “貂锦” 借代精锐将士，既凸显了部队的精良，也让表述更凝练；“五千” 以具体数字夸张地表现伤亡之众，凸显战斗的激烈与残酷。两句以精炼概括的语言，叙述了一个慷慨悲壮的激战场面，既展现了唐军将士的忠勇气概，也为后文 “无定河边骨” 的悲剧场景做了铺垫，让情感的转折更具冲击力。
